order_id,customer_id,customer_name,age,gender,city,state,region,loyalty_tier,product_category,product_name,quantity,unit_price,discount,total_sales,order_date,payment_method,customer_rating,return_flag,shipping_days,year,month,month_name,quarter
ORD-12905,CUST-5262,Ananya Reddy,18,Female,Hyderabad,Telangana,South,Bronze,Clothing,Jeans,1,1383.09,0.0,1383.09,2023-04-30,Cash,4.5,False,4,2023,4,Apr,2
ORD-11339,CUST-5276,Pooja Das,36,Male,Amritsar,Punjab,North,Gold,Books,Business Guide,5,3276.645,0.1,14744.9,2024-04-11,Debit Card,5.0,False,3,2024,4,Apr,2
ORD-12566,CUST-5067,Rohan Patel,45,Female,Mumbai,Maharashtra,West,Gold,Books,Business Guide,1,116.62,0.2,93.3,2023-06-13,Credit Card,2.5,False,4,2023,6,Jun,2
ORD-10453,CUST-5708,Vikram Nair,18,Female,Bhopal,Madhya Pradesh,South,Silver,Clothing,Formal Shirt,4,3207.64,0.0,12830.56,2023-05-11,Credit Card,1.7,False,6,2023,5,May,2
ORD-10913,CUST-5516,Nisha Mehta,40,Male,Chandigarh,Punjab,North,Gold,Books,Clean Code,1,1164.23,0.0,1164.23,2024-11-02,Cash,3.8,False,5,2024,11,Nov,4
ORD-11199,CUST-5145,Meera Kumar,42,Male,Patna,Bihar,East,Bronze,Books,Fiction Novel,2,1373.37,0.05,2609.4,2023-07-30,Credit Card,3.7,True,6,2023,7,Jul,3
ORD-11274,CUST-5486,Suresh Shah,28,Male,Bhubaneswar,Odisha,East,Bronze,Sports,Badminton Racket,2,3276.645,0.25,4914.97,2024-08-20,Credit Card,4.7,False,6,2024,8,Aug,3
ORD-12845,CUST-5125,Rohan Malhotra,56,Female,Mumbai,Maharashtra,West,Bronze,Groceries,Pulses (1kg),3,742.66,0.0,2227.98,2024-02-17,UPI,2.9,False,2,2024,2,Feb,1
ORD-10037,CUST-5348,Meera Shah,27,Male,Jabalpur,Madhya Pradesh,Central,Gold,Electronics,Power Bank,3,56705.3,0.0,170115.9,2023-08-26,UPI,4.2,False,6,2023,8,Aug,3
ORD-10974,CUST-5059,Vikram Nair,44,Male,Chennai,Tamil Nadu,South,Bronze,Groceries,Tea Powder,5,126.67,0.2,506.68,2023-12-18,Credit Card,3.8,False,4,2023,12,Dec,4
ORD-12854,CUST-5532,Harish Mehta,34,Male,Chandigarh,Punjab,North,Gold,Furniture,Study Table,1,36015.8,0.1,32414.22,2024-12-12,Credit Card,2.7,False,4,2024,12,Dec,4
ORD-10983,CUST-5676,Raj Bose,23,Male,Kolkata,West Bengal,East,Bronze,Clothing,Kurti,4,1921.38,0.0,7685.52,2024-06-29,Cash,5.0,False,4,2024,6,Jun,2
ORD-12938,CUST-5318,Swati Das,38,Male,Lucknow,Uttar Pradesh,North,Silver,Furniture,Bookshelf,1,11700.76,0.2,9360.61,2023-07-06,Cash,4.3,False,7,2023,7,Jul,3
ORD-12516,CUST-5453,Kavya Iyer,40,Male,Bengaluru,Karnataka,South,Gold,Furniture,Bookshelf,4,3276.645,0.05,12451.25,2024-12-07,Debit Card,4.4,False,6,2024,12,Dec,4
ORD-11418,CUST-5061,Deepa Reddy,33,Male,Amritsar,Punjab,North,Gold,Electronics,Tablet,3,72446.01750000002,0.1,195604.25,2024-12-29,Net Banking,3.0,False,5,2024,12,Dec,4
ORD-11284,CUST-5397,Sneha Chatterjee,48,Female,Lucknow,Uttar Pradesh,North,Gold,Furniture,Sofa,2,40587.41,0.2,64939.86,2024-04-26,Cash,3.7,False,6,2024,4,Apr,2
ORD-11752,CUST-5732,Vikram Iyer,39,Male,Mumbai,Maharashtra,West,Gold,Electronics,Laptop,2,15395.8,0.25,23093.7,2023-01-31,Credit Card,4.6,True,5,2023,1,Jan,1
ORD-10039,CUST-5252,Pooja Mehta,56,Male,Delhi,Delhi,North,Bronze,Books,History of India,3,569.17,0.1,1536.76,2023-03-29,UPI,3.9,False,3,2023,3,Mar,1
ORD-11486,CUST-5536,Rahul Malhotra,26,Female,Bhubaneswar,Odisha,East,Bronze,Clothing,T-Shirt,1,1211.66,0.25,908.75,2023-03-03,Cash,4.6,False,5,2023,3,Mar,1
ORD-12003,CUST-5114,Suresh Singh,33,Male,Mumbai,Maharashtra,West,Bronze,Clothing,Sneakers,3,4234.13,0.1,11432.15,2024-03-24,Cash,2.7,False,5,2024,3,Mar,1
ORD-10169,CUST-5320,Tarun Malhotra,35,Female,Delhi,Delhi,North,Gold,Furniture,Bed Frame,3,22839.48,0.0,68518.44,2024-10-08,Debit Card,4.9,False,5,2024,10,Oct,4
ORD-11355,CUST-5032,Riya Verma,35,Female,Ahmedabad,Gujarat,South,Bronze,Books,Data Science 101,3,395.36,0.25,889.56,2024-11-26,Cash,4.2,False,5,2024,11,Nov,4
ORD-10737,CUST-5742,Riya Pillai,28,Female,Bengaluru,Karnataka,South,Gold,Electronics,Laptop,2,61268.22,0.2,98029.15,2024-04-12,Net Banking,3.8,False,6,2024,4,Apr,2
ORD-11656,CUST-5153,Sneha Das,37,Male,Bhubaneswar,Odisha,East,Silver,Books,Self Help,1,710.5,0.0,710.5,2024-06-17,Cash,4.2,False,4,2024,6,Jun,2
ORD-12782,CUST-5327,Deepa Chatterjee,42,Female,Surat,Gujarat,West,Gold,Sports,Cycling Gloves,2,4769.2,0.15,8107.64,2024-11-10,UPI,3.8,False,4,2024,11,Nov,4
ORD-11564,CUST-5532,Harish Mehta,34,Male,Coimbatore,Tamil Nadu,South,Gold,Books,Machine Learning A-Z,1,311.77,0.05,296.18,2024-10-27,Cash,4.7,False,3,2024,10,Oct,4
ORD-12223,CUST-5425,Swati Kapoor,48,Female,Guwahati,Assam,East,Silver,Sports,Jump Rope,5,2126.75,0.15,9038.69,2024-10-29,Debit Card,3.8,False,5,2024,10,Oct,4
ORD-10634,CUST-5442,Riya Reddy,18,Male,Coimbatore,Tamil Nadu,South,Gold,Furniture,Study Table,2,45941.06,0.05,87288.01,2023-05-24,Cash,3.5,False,7,2023,5,May,2
ORD-12925,CUST-5607,Nisha Pillai,22,Female,Bengaluru,Uttar Pradesh,North,Gold,Furniture,Bed Frame,4,7479.08,0.0,29916.32,2024-06-01,Cash,5.0,False,5,2024,6,Jun,2
ORD-12042,CUST-5723,Kavya Verma,42,Male,Hyderabad,Telangana,South,Bronze,Groceries,Pulses (1kg),2,397.28,0.0,794.56,2023-12-26,UPI,3.9,False,4,2023,12,Dec,4
ORD-11290,CUST-5702,Neha Kumar,27,Female,Chennai,Tamil Nadu,South,Silver,Electronics,Smartphone,1,33798.69,0.2,27038.95,2023-01-04,Credit Card,4.5,True,7,2023,1,Jan,1
ORD-11380,CUST-5196,Geeta Verma,26,Female,Ranchi,Jharkhand,East,Silver,Sports,Dumbbells,3,6492.47,0.1,17529.67,2023-12-23,Cash,3.8,False,7,2023,12,Dec,4
ORD-10579,CUST-5005,Rohan Bose,32,Female,Mumbai,Maharashtra,West,Bronze,Books,Python Crash Course,2,926.89,0.0,1853.78,2024-03-20,UPI,4.8,True,5,2024,3,Mar,1
ORD-10328,CUST-5444,Kiran Joshi,21,Female,Mumbai,Maharashtra,West,Gold,Electronics,Laptop,2,72446.01750000002,0.15,123158.23,2023-12-09,Debit Card,3.7,False,5,2023,12,Dec,4
ORD-12732,CUST-5026,Deepa Singh,23,Female,Coimbatore,Tamil Nadu,South,Gold,Sports,Jump Rope,1,72446.01750000002,0.0,72446.02,2023-03-26,UPI,4.2,False,4,2023,3,Mar,1
ORD-10892,CUST-5177,Geeta Bose,49,Female,Hyderabad,Telangana,South,Gold,Sports,Running Shoes,1,7517.46,0.1,6765.71,2023-07-17,Credit Card,3.8,False,6,2023,7,Jul,3
ORD-12178,CUST-5773,Vikram Das,44,Female,Chennai,Tamil Nadu,South,Silver,Books,Business Guide,3,1139.23,0.05,3246.81,2024-09-30,Cash,2.4,False,4,2024,9,Sep,3
ORD-10780,CUST-5789,Rohan Verma,18,Male,Kolkata,West Bengal,East,Silver,Books,Python Crash Course,4,1187.87,0.2,3801.18,2023-11-09,Credit Card,4.1,False,5,2023,11,Nov,4
ORD-10159,CUST-5693,Priya Bose,41,Male,Jabalpur,Madhya Pradesh,Central,Bronze,Groceries,Tea Powder,1,205.62,0.1,185.06,2024-04-22,UPI,3.8,False,3,2024,4,Apr,2
ORD-11651,CUST-5148,Suresh Tiwari,40,Male,Mumbai,Maharashtra,West,Bronze,Books,Clean Code,1,166.89,0.0,166.89,2023-04-06,Debit Card,3.8,False,2,2023,4,Apr,2
ORD-11807,CUST-5505,Sanjay Chatterjee,30,Female,Kochi,Kerala,South,Bronze,Clothing,Formal Shirt,1,4685.17,0.0,4685.17,2023-01-12,Debit Card,5.0,False,6,2023,1,Jan,1
ORD-12396,CUST-5315,Kavya Gupta,35,Female,Mumbai,Maharashtra,West,Gold,Electronics,Smartphone,1,72446.01750000002,0.0,72446.02,2023-11-15,Credit Card,5.0,False,4,2023,11,Nov,4
ORD-10061,CUST-5549,Nisha Malhotra,28,Male,Hyderabad,Telangana,South,Bronze,Groceries,Cooking Oil,1,718.46,0.0,718.46,2024-08-14,UPI,4.0,False,3,2024,8,Aug,3
ORD-10849,CUST-5080,Ananya Mehta,35,Female,Chandigarh,Punjab,North,Bronze,Clothing,Jacket,2,462.45,0.25,693.68,2024-11-29,Debit Card,4.2,False,3,2024,11,Nov,4
ORD-12196,CUST-5727,Ananya Gupta,38,Male,Pune,Maharashtra,West,Bronze,Books,Fiction Novel,3,173.18,0.2,415.63,2023-11-25,Debit Card,2.9,False,2,2023,11,Nov,4
ORD-12978,CUST-5012,Meera Nair,37,Female,Chandigarh,Punjab,North,Gold,Groceries,Atta (10kg),2,612.55,0.0,1225.1,2024-11-20,Credit Card,3.0,False,3,2024,11,Nov,4
ORD-11716,CUST-5359,Deepa Tiwari,26,Female,Delhi,Delhi,North,Gold,Clothing,Kurti,1,5160.16,0.0,5160.16,2024-12-12,UPI,4.2,False,2,2024,12,Dec,4
ORD-11043,CUST-5725,Harish Mehta,33,Male,Nashik,Maharashtra,West,Bronze,Groceries,Tea Powder,2,551.71,0.25,827.56,2023-11-26,Credit Card,3.4,False,2,2023,11,Nov,4
ORD-12930,CUST-5769,Pooja Nair,53,Male,Patna,Bihar,East,Silver,Books,Clean Code,1,515.52,0.0,515.52,2024-05-06,Cash,3.9,False,5,2024,5,May,2
ORD-11544,CUST-5078,Swati Reddy,35,Female,Bengaluru,Jharkhand,East,Bronze,Groceries,Pulses (1kg),1,340.71,0.0,340.71,2023-05-18,Credit Card,5.0,False,6,2023,5,May,2
ORD-12816,CUST-5148,Suresh Tiwari,40,Male,Coimbatore,Tamil Nadu,South,Bronze,Books,Fiction Novel,4,1288.79,0.1,4639.64,2023-06-26,Net Banking,3.7,False,4,2023,6,Jun,2
ORD-11726,CUST-5137,Vinod Patel,31,Female,Ranchi,Jharkhand,East,Gold,Furniture,Dining Set,1,14431.62,0.2,11545.3,2023-11-15,Credit Card,3.5,False,6,2023,11,Nov,4
ORD-11070,CUST-5190,Aarav Rao,30,Female,Ranchi,Jharkhand,East,Gold,Electronics,Smartphone,2,45390.94,0.0,90781.88,2023-07-06,Credit Card,4.5,False,6,2023,7,Jul,3
ORD-10053,CUST-5170,Kiran Malhotra,26,Female,Bhopal,Madhya Pradesh,Central,Gold,Electronics,Headphones,2,72446.01750000002,0.15,123158.23,2024-11-04,UPI,3.8,False,6,2024,11,Nov,4
ORD-12517,CUST-5417,Neha Kapoor,36,Female,Nashik,Maharashtra,South,Bronze,Clothing,T-Shirt,3,2655.84,0.0,7967.52,2023-11-06,Debit Card,3.6,False,2,2023,11,Nov,4
ORD-10258,CUST-5651,Pooja Das,46,Male,Delhi,Delhi,North,Bronze,Sports,Cricket Bat,2,1406.56,0.2,2250.5,2023-06-14,UPI,3.7,False,6,2023,6,Jun,2
ORD-10505,CUST-5507,Manish Singh,26,Male,Patna,Bihar,East,Silver,Furniture,Study Table,2,7796.83,0.0,15593.66,2024-06-16,Credit Card,3.7,False,6,2024,6,Jun,2
ORD-10752,CUST-5794,Deepa Shah,24,Female,Kochi,Kerala,South,Silver,Books,Business Guide,4,487.82,0.0,1951.28,2023-08-19,Cash,5.0,False,4,2023,8,Aug,3
ORD-12084,CUST-5041,Kunal Reddy,36,Female,Delhi,Delhi,North,Gold,Furniture,Wardrobe,1,37038.73,0.05,35186.79,2024-02-02,Net Banking,3.3,False,6,2024,2,Feb,1
ORD-10217,CUST-5303,Amit Verma,41,Female,Hyderabad,Telangana,South,Bronze,Sports,Jump Rope,2,245.15,0.0,490.3,2024-05-13,Credit Card,3.9,False,5,2024,5,May,2
ORD-10824,CUST-5105,Deepa Kumar,39,Male,Indore,Madhya Pradesh,Central,Gold,Electronics,Laptop,1,59908.16,0.1,53917.34,2023-04-16,Debit Card,4.4,True,4,2023,4,Apr,2
ORD-11623,CUST-5074,Kiran Reddy,18,Male,Chennai,Tamil Nadu,South,Silver,Books,Business Guide,1,864.05,0.05,820.85,2024-08-23,Credit Card,5.0,False,5,2024,8,Aug,3
ORD-12345,CUST-5146,Rahul Rao,22,Male,Surat,Gujarat,West,Bronze,Groceries,Rice (5kg),3,224.21,0.05,639.0,2023-10-16,Debit Card,4.2,False,3,2023,10,Oct,4
ORD-11389,CUST-5291,Deepa Sharma,30,Male,Bengaluru,Maharashtra,West,Silver,Electronics,Smartphone,1,18647.31,0.1,16782.58,2023-12-12,Net Banking,3.9,False,5,2023,12,Dec,4
ORD-11266,CUST-5345,Raj Gupta,37,Male,Guwahati,Assam,East,Gold,Furniture,Coffee Table,4,33312.44,0.15,113262.3,2024-04-19,Net Banking,3.1,False,7,2024,4,Apr,2
ORD-12540,CUST-5225,Deepa Patel,45,Male,Kochi,Kerala,South,Gold,Clothing,Sneakers,3,5724.47,0.15,14597.4,2023-11-20,Cash,3.8,False,6,2023,11,Nov,4
ORD-11822,CUST-5526,Aditi Gupta,18,Female,Chennai,Tamil Nadu,South,Bronze,Groceries,Biscuits,1,678.77,0.0,678.77,2023-02-24,UPI,3.5,False,4,2023,2,Feb,1
ORD-11598,CUST-5557,Kunal Singh,30,Male,Surat,Gujarat,West,Gold,Electronics,Bluetooth Speaker,1,72446.01750000002,0.05,68823.72,2023-07-03,Debit Card,5.0,False,4,2023,7,Jul,3
ORD-11607,CUST-5191,Lakshmi Bose,43,Female,Raipur,Chhattisgarh,Central,Bronze,Clothing,Sneakers,2,515.01,0.15,875.52,2023-03-23,UPI,3.8,False,4,2023,3,Mar,1
ORD-11747,CUST-5746,Ananya Pillai,36,Male,Jabalpur,Madhya Pradesh,Central,Gold,Furniture,Sofa,1,39182.71,0.0,39182.71,2023-02-07,UPI,3.1,False,7,2023,2,Feb,1
ORD-10771,CUST-5648,Priya Shah,32,Male,Hyderabad,Telangana,South,Bronze,Sports,Dumbbells,1,1303.34,0.1,1173.01,2023-03-14,Net Banking,3.4,False,5,2023,3,Mar,1
ORD-12887,CUST-5270,Raj Bose,49,Female,Indore,Madhya Pradesh,Central,Gold,Electronics,Headphones,3,63132.75,0.0,189398.25,2023-08-20,UPI,3.8,False,6,2023,8,Aug,3
ORD-11871,CUST-5771,Aarav Kumar,29,Female,Bhubaneswar,Odisha,East,Silver,Furniture,Sofa,1,3276.645,0.25,2457.48,2023-11-29,Debit Card,5.0,False,7,2023,11,Nov,4
ORD-11085,CUST-5163,Vikram Joshi,26,Female,Kolkata,West Bengal,East,Silver,Books,Machine Learning A-Z,1,1331.65,0.25,998.74,2023-01-06,UPI,4.5,False,5,2023,1,Jan,1
ORD-11830,CUST-5407,Ananya Mehta,33,Female,Bhopal,Madhya Pradesh,Central,Gold,Furniture,Dining Set,1,47477.89,0.15,40356.21,2024-04-15,Debit Card,3.6,False,6,2024,4,Apr,2
ORD-11325,CUST-5043,Lakshmi Kumar,31,Male,Chennai,Tamil Nadu,South,Gold,Electronics,Headphones,1,72446.01750000002,0.0,72446.02,2024-05-05,Debit Card,3.8,False,6,2024,5,May,2
ORD-12186,CUST-5635,Vinod Tiwari,18,Female,Bengaluru,Maharashtra,West,Silver,Furniture,Study Table,1,48617.97,0.0,48617.97,2023-05-26,Debit Card,3.5,False,4,2023,5,May,2
ORD-12875,CUST-5068,Vinod Singh,38,Male,Nagpur,Maharashtra,Central,Bronze,Clothing,Jeans,5,1032.73,0.05,4905.47,2023-12-07,UPI,3.9,False,4,2023,12,Dec,4
ORD-11825,CUST-5067,Rohan Patel,35,Female,Ahmedabad,Gujarat,West,Silver,Books,Fiction Novel,3,1148.14,0.0,3444.42,2024-06-21,Debit Card,4.9,False,2,2024,6,Jun,2
ORD-11754,CUST-5603,Neha Bose,48,Male,Bhopal,Madhya Pradesh,Central,Bronze,Books,Business Guide,1,1050.84,0.0,1050.84,2024-10-18,Cash,4.1,False,5,2024,10,Oct,4
ORD-12001,CUST-5053,Rohan Joshi,41,Female,Bhopal,Madhya Pradesh,Central,Silver,Furniture,Study Table,1,32922.96,0.15,27984.52,2023-02-26,Net Banking,5.0,False,5,2023,2,Feb,1
ORD-11789,CUST-5360,Tarun Chatterjee,40,Male,Lucknow,Uttar Pradesh,North,Bronze,Groceries,Atta (10kg),1,332.49,0.15,282.62,2024-09-26,UPI,3.8,False,3,2024,9,Sep,3
ORD-11987,CUST-5442,Riya Reddy,35,Male,Nashik,Maharashtra,West,Gold,Sports,Dumbbells,2,3599.8,0.1,6479.64,2024-03-24,UPI,3.5,False,3,2024,3,Mar,1
ORD-12662,CUST-5608,Amit Tiwari,18,Female,Ranchi,Jharkhand,East,Silver,Books,Machine Learning A-Z,2,697.67,0.0,1395.34,2023-02-26,UPI,4.3,False,4,2023,2,Feb,1
ORD-11163,CUST-5462,Rahul Mehta,28,Female,Hyderabad,Telangana,South,Gold,Books,History of India,1,497.86,0.25,373.4,2023-10-11,Net Banking,3.9,False,5,2023,10,Oct,4
ORD-10963,CUST-5698,Vikram Tiwari,44,Female,Indore,Madhya Pradesh,Central,Bronze,Sports,Football,1,2036.35,0.0,2036.35,2023-12-15,Debit Card,4.9,False,7,2023,12,Dec,4
ORD-12988,CUST-5790,Amit Chatterjee,39,Female,Bhopal,Madhya Pradesh,Central,Gold,Groceries,Cooking Oil,2,642.37,0.0,1284.74,2024-06-12,UPI,2.6,False,6,2024,6,Jun,2
ORD-11771,CUST-5046,Raj Reddy,30,Female,Guwahati,Assam,East,Bronze,Books,Self Help,3,706.55,0.25,1589.74,2024-01-17,Debit Card,2.8,False,4,2024,1,Jan,1
ORD-10398,CUST-5399,Swati Kumar,47,Male,Jabalpur,Madhya Pradesh,Central,Bronze,Books,Fiction Novel,2,1418.42,0.1,2553.16,2024-04-08,Debit Card,3.0,False,5,2024,4,Apr,2
ORD-10584,CUST-5599,Rahul Das,38,Female,Chennai,Tamil Nadu,South,Gold,Furniture,Dining Set,1,38552.75,0.25,28914.56,2023-01-21,UPI,5.0,False,5,2023,1,Jan,1
ORD-10948,CUST-5025,Manish Rao,36,Male,Indore,Madhya Pradesh,Central,Silver,Clothing,Dress,3,887.75,0.25,1997.44,2023-04-17,Credit Card,4.0,False,5,2023,4,Apr,2
ORD-10704,CUST-5639,Priya Chatterjee,22,Female,Coimbatore,Tamil Nadu,South,Bronze,Groceries,Pulses (1kg),2,648.31,0.05,1231.79,2024-07-29,UPI,4.1,False,3,2024,7,Jul,3
ORD-10431,CUST-5647,Geeta Sharma,34,Female,Lucknow,Uttar Pradesh,North,Bronze,Books,Self Help,1,716.62,0.0,716.62,2024-02-15,Cash,4.2,False,2,2024,2,Feb,1
ORD-10292,CUST-5552,Sneha Bose,46,Female,Bengaluru,Karnataka,South,Bronze,Sports,Cycling Gloves,1,7659.42,0.25,5744.56,2023-12-22,Cash,3.7,False,7,2023,12,Dec,4
ORD-10145,CUST-5327,Deepa Chatterjee,42,Female,Delhi,Delhi,North,Bronze,Clothing,Jacket,3,3117.94,0.1,8418.44,2024-09-01,UPI,5.0,False,4,2024,9,Sep,3
ORD-10323,CUST-5458,Pooja Das,29,Female,Mumbai,Maharashtra,West,Silver,Furniture,Wardrobe,3,10002.85,0.25,22506.41,2024-01-04,Cash,4.4,False,4,2024,1,Jan,1
ORD-12175,CUST-5253,Neha Nair,45,Male,Chennai,Tamil Nadu,South,Gold,Clothing,Jacket,5,5147.37,0.05,24450.01,2023-12-23,Debit Card,2.8,True,4,2023,12,Dec,4
ORD-11165,CUST-5154,Nisha Kapoor,37,Male,Bhubaneswar,Odisha,East,Gold,Electronics,Headphones,1,3276.645,0.2,2621.32,2023-11-27,Cash,3.9,False,8,2023,11,Nov,4
ORD-11452,CUST-5234,Kunal Singh,56,Male,Raipur,Chhattisgarh,South,Gold,Furniture,Wardrobe,1,45734.32,0.0,45734.32,2023-11-04,Credit Card,3.1,False,6,2023,11,Nov,4
ORD-10002,CUST-5425,Swati Kapoor,48,Female,Indore,Madhya Pradesh,Central,Bronze,Clothing,Sports Shorts,3,569.38,0.15,1451.92,2024-09-12,Debit Card,4.7,False,4,2024,9,Sep,3
ORD-10576,CUST-5787,Meera Singh,35,Female,Bhopal,Madhya Pradesh,Central,Bronze,Groceries,Biscuits,1,355.42,0.0,355.42,2024-08-22,UPI,4.6,False,4,2024,8,Aug,3
ORD-12372,CUST-5624,Vinod Rao,35,Female,Kolkata,West Bengal,East,Bronze,Groceries,Ghee 500ml,4,767.53,0.15,2609.6,2024-04-16,Credit Card,3.8,False,7,2024,4,Apr,2
ORD-10339,CUST-5637,Aditi Kapoor,35,Male,Bengaluru,Karnataka,South,Bronze,Clothing,Sneakers,1,683.06,0.25,512.29,2024-07-15,Net Banking,4.2,False,3,2024,7,Jul,3
ORD-11897,CUST-5541,Manish Shah,23,Female,Kochi,Kerala,South,Bronze,Groceries,Pulses (1kg),1,429.17,0.0,429.17,2023-04-23,Debit Card,3.6,False,6,2023,4,Apr,2
ORD-12140,CUST-5337,Nisha Nair,31,Male,Chandigarh,Punjab,North,Silver,Sports,Football,3,3593.57,0.25,8085.53,2024-04-04,Cash,3.6,False,6,2024,4,Apr,2
ORD-10925,CUST-5485,Nisha Kapoor,20,Female,Bhopal,Madhya Pradesh,Central,Gold,Clothing,T-Shirt,1,4357.29,0.15,3703.7,2024-08-31,Debit Card,5.0,False,6,2024,8,Aug,3
ORD-10265,CUST-5348,Meera Shah,35,Male,Bengaluru,Punjab,North,Gold,Sports,Football,1,7971.22,0.1,7174.1,2024-05-30,Net Banking,3.8,False,5,2024,5,May,2
ORD-10376,CUST-5473,Ananya Joshi,48,Male,Mumbai,Maharashtra,West,Bronze,Clothing,Sports Shorts,2,4762.55,0.15,8096.34,2023-12-29,Cash,3.8,False,4,2023,12,Dec,4
ORD-11983,CUST-5312,Geeta Bose,43,Female,Jabalpur,Madhya Pradesh,Central,Bronze,Books,Data Science 101,1,1245.07,0.25,933.8,2023-12-04,Net Banking,4.6,False,6,2023,12,Dec,4
ORD-11463,CUST-5792,Vikram Reddy,37,Male,Bhopal,Madhya Pradesh,Central,Silver,Clothing,Dress,4,4834.15,0.25,14502.45,2024-09-27,Debit Card,2.9,False,6,2024,9,Sep,3
ORD-10271,CUST-5692,Divya Rao,24,Female,Nashik,Maharashtra,West,Bronze,Clothing,Jeans,2,2983.92,0.0,5967.84,2023-05-03,Net Banking,3.9,True,2,2023,5,May,2
ORD-10696,CUST-5390,Neha Sharma,26,Female,Guwahati,Assam,East,Silver,Furniture,Office Chair,1,29055.32,0.25,21791.49,2023-03-16,UPI,3.4,False,6,2023,3,Mar,1
ORD-10244,CUST-5604,Sanjay Kapoor,39,Female,Kochi,Kerala,South,Bronze,Books,Clean Code,1,1399.32,0.05,1329.35,2024-05-05,UPI,3.1,True,4,2024,5,May,2
ORD-12898,CUST-5056,Arjun Kapoor,26,Male,Pune,Maharashtra,West,Gold,Books,Clean Code,1,326.4,0.0,326.4,2023-03-13,Credit Card,2.5,False,3,2023,3,Mar,1
ORD-10476,CUST-5159,Rahul Rao,41,Male,Amritsar,Punjab,North,Silver,Furniture,Bookshelf,3,5909.35,0.15,15068.84,2024-04-14,Cash,4.4,False,6,2024,4,Apr,2
ORD-11804,CUST-5269,Kiran Singh,36,Female,Chandigarh,Punjab,North,Gold,Electronics,Power Bank,5,35037.44,0.25,131390.4,2024-03-25,Net Banking,3.4,False,5,2024,3,Mar,1
ORD-12116,CUST-5508,Swati Joshi,35,Female,Bengaluru,Karnataka,South,Gold,Sports,Running Shoes,3,2262.59,0.05,6448.38,2023-01-05,Net Banking,4.0,False,7,2023,1,Jan,1
ORD-12314,CUST-5611,Harish Shah,34,Female,Bhubaneswar,Odisha,East,Gold,Furniture,Coffee Table,4,33666.94,0.0,134667.76,2023-06-10,Net Banking,5.0,False,9,2023,6,Jun,2
ORD-11812,CUST-5467,Swati Kumar,42,Male,Ranchi,Jharkhand,East,Silver,Clothing,T-Shirt,2,5698.31,0.05,10826.79,2023-10-16,UPI,3.8,False,7,2023,10,Oct,4
ORD-12615,CUST-5535,Riya Iyer,35,Male,Nashik,Maharashtra,West,Silver,Groceries,Biscuits,1,142.13,0.0,142.13,2024-08-31,UPI,3.6,False,4,2024,8,Aug,3
ORD-12868,CUST-5189,Harish Verma,19,Male,Jaipur,Rajasthan,North,Gold,Books,Python Crash Course,4,1332.18,0.2,4262.98,2024-10-13,Cash,3.5,False,5,2024,10,Oct,4
ORD-12069,CUST-5108,Meera Joshi,37,Female,Bhopal,Madhya Pradesh,Central,Silver,Furniture,Office Chair,2,16875.42,0.0,33750.84,2023-05-15,UPI,3.3,False,5,2023,5,May,2
ORD-10250,CUST-5617,Manish Kapoor,42,Female,Bhopal,Madhya Pradesh,Central,Gold,Electronics,LED Monitor,3,72446.01750000002,0.0,217338.05,2024-11-06,UPI,4.3,False,7,2024,11,Nov,4
ORD-10413,CUST-5618,Riya Iyer,39,Female,Coimbatore,Tamil Nadu,South,Bronze,Groceries,Biscuits,1,318.41,0.0,318.41,2023-01-15,UPI,3.8,False,5,2023,1,Jan,1
ORD-10545,CUST-5645,Suresh Kumar,32,Female,Pune,Maharashtra,West,Bronze,Furniture,Office Chair,1,2929.33,0.0,2929.33,2023-02-23,Debit Card,3.8,True,6,2023,2,Feb,1
ORD-11193,CUST-5552,Sneha Bose,46,Female,Coimbatore,Tamil Nadu,South,Bronze,Sports,Cricket Bat,1,6114.62,0.15,5197.43,2024-06-29,Debit Card,2.8,False,4,2024,6,Jun,2
ORD-10738,CUST-5633,Aditi Verma,30,Male,Nashik,Maharashtra,West,Bronze,Books,Business Guide,1,1090.36,0.25,817.77,2024-01-13,Debit Card,4.1,False,2,2024,1,Jan,1
ORD-10310,CUST-5572,Kiran Pillai,38,Male,Ranchi,Jharkhand,East,Bronze,Groceries,Rice (5kg),2,531.25,0.25,796.88,2024-05-11,Debit Card,3.8,False,5,2024,5,May,2
ORD-11798,CUST-5049,Neha Patel,18,Male,Jaipur,Rajasthan,North,Bronze,Books,Data Science 101,1,1402.01,0.0,1402.01,2023-08-25,Net Banking,4.5,False,3,2023,8,Aug,3
ORD-10893,CUST-5456,Pooja Kapoor,33,Male,Nashik,Maharashtra,West,Silver,Clothing,Dress,1,1674.64,0.2,1339.71,2024-05-14,Cash,4.2,False,2,2024,5,May,2
ORD-11131,CUST-5652,Vikram Nair,32,Female,Bengaluru,Karnataka,South,Bronze,Sports,Cycling Gloves,2,6588.99,0.1,11860.18,2024-01-29,Net Banking,4.2,False,6,2024,1,Jan,1
ORD-11449,CUST-5340,Kavya Reddy,26,Female,Raipur,Chhattisgarh,Central,Gold,Furniture,Sofa,5,34528.94,0.0,172644.7,2023-08-05,Net Banking,3.2,False,6,2023,8,Aug,3
